,Case_Number,date_cn,Type,Activity,Country,Area,Location,Sex,Age,Injury,Fatal_(Y/N),Time,Species,original_order
3533,1963.02.27,1963-02-27,UNPROVOKED,SWIMMING,PAPUA NEW GUINEA,New Ireland Province,Namatanai,M,,Right shoulder bitten,N,11h00,,2460
3534,1963.02.24,1963-02-24,UNPROVOKED,SPEARFISHING,AUSTRALIA,New South Wales,Wombarra Beach near Austinmeer,M,18.0,Left leg lacerated,N,Afternoon,"BRONZE WHALER SHARK, 3 M [10']",2459
3535,1963.02.08,1963-02-08,UNPROVOKED,SPEARFISHING,FIJI,Lomaiviti  Island Group,"Taibaisa Passage, Gau Island",M,28.0,Left arm bitten,N,10h00,"WHITE SHARK, 2.1 M [7']",2458
3536,1963.02.06,1963-02-06,UNPROVOKED,,MAURITIUS,Rodrigues,,M,24.0,Laceration to right forearm,N,,,2457
3537,1963.02.04,1963-02-04,INVALID,"S.S. MARINE SULPHUR QUEEN, LADEN WITH MOLTEN SULPHUR WAS BOUND FROM BEAUMONT, TEXAS FOR NORFOLK, VA, WHEN SHE DISAPPEARED WITH 39 ON BOARD",USA,Florida,Off Key West,M,,Shark involvement unconfirmed. Two shark-bitten lifejackets were recovered leading to speculation that sharks took at least 2 of the 39 missing crewmen,Y,,,2456
3538,1963.01.30,1963-01-30,UNPROVOKED,FREEDIVING,FIJI,,,M,41.0,Hand & arm severely lacerated,N,,,2455
3539,1963.01.28,1963-01-28,UNPROVOKED,WADING,AUSTRALIA,New South Wales,"Sugarloaf Bay, Middle Harbour, Sydney",F,32.0,"FATAL, right femoral artery severed, thigh, calf, buttock & left hand bitten  ",Y,13h30,"TOOTH FRAGMENTS OF “WHALER” SHARK WERE RECOVERED, A BULL SHARK, ACCORDING TO EDWARDS",2454
3540,1963.01.26,1963-01-26,INVALID,SWIMMING,AUSTRALIA,New South Wales,Evans Head,M,25.0,"9' shark in area when he disappeared, body not recovered",Y,16h30,,2453
3541,1963.01.22,1963-01-22,BOATING,FISHING,SOUTH AFRICA,Western Cape Province,False Bay,,,"No injury to occupant, shark leapt inside boat",N,,193-LB SHARK,2452
3542,1963.01.14,1963-01-14,PROVOKED,FISHING,NEW ZEALAND,North Island,"Petone Beach, Wellington",,14.0,Minor lacerations to hand and arm after he seized the shark's tail PROVOKED INCIDENT,N,Afternoon,"GREY NURSE SHARK, 1.8 M [6']",2451
3543,1963.01.12,1963-01-12,PROVOKED,FISHING,SOUTH AFRICA,Eastern Cape Province,Humewood,M,,Foot bitten by shark hooked & taken on boat  PROVOKED INCIDENT,N,,<1.5 M SHARK,2450
3544,1963.01.11,1963-01-11,UNPROVOKED,"FREE DIVING, HUNTING CRAYFISH",SOUTH AFRICA,KwaZulu-Natal,"Peace Cottage, Umdhloti",M,27.0,Lacerations & punctures on left  forearm,N,12h15,1 M SHARK,2449
3545,1963.01.06,1963-01-06,UNPROVOKED,SPEARFISHING,SOUTH AFRICA,KwaZulu-Natal,"Selection Reef, Umdhloti",M,24.0,Lacerations to right  arm,N,16h00,"ZAMBESI SHARK, 2 M [6'9""]",2448
3546,1963.01.04,1963-01-04,PROVOKED,SHARK FISHING,AUSTRALIA,South Australia,Off Franklin Island between Streaky Bay & Ceduna,,,No injury to occupants; hooked shark slammed into side of boat PROVOKED INCIDENT,N,,"WHITE SHARK, 16', 2,312-LB",2447
3547,1963.01.00,1963-01-01,BOATING,,MOZAMBIQUE,,"Limpopo River, 547 km from the sea",,,"No injury to occupant. Shark tore chunk from canoe, then bumped 2 other canoes",N,,ZAMBESI SHARK,2446
3548,1963.00.00.b,,UNPROVOKED,,FIJI,Vita Levu,Korolevu (South coast between Nadi & Suva),,,No details,UNKNOWN,,,2445
3549,1963.00.00.a,,UNPROVOKED,FISHING FOR TURTLES,SEYCHELLES,,,M,,Fatal,Y,,,2444
3550,1962.12.30,1962-12-30,PROVOKED,SCUBA DIVING,SOUTH AFRICA,KwaZulu-Natal,Shark tank at Oceanographic Research Institute,M,,Captive shark bit air hose & minor lacerations on diver's cheek PROVOKED INCIDENT,N,10h30,"DUSKY SHARK, 1 M",2443
3551,1962.12.09,1962-12-09,UNPROVOKED,SPEARFISHING,AUSTRALIA,South Australia,Carrickalinga Head,M,16.0,"FATAL, right leg bitten thigh to calf  ",Y,14h30,"WHITE SHARK, 4.3 M [14'] (OR BRONZE WHALER)",2442
3552,1962.12.00,1962-12-01,BOATING,FISHING,SOUTH AFRICA,Western Cape Province,Swartklip,,,"No injury to occupants, shark jumped onboard, knocking 2 anglers onto the deck",N,,"2 M [6'9""], 87.5-KG [193-LB]  SHARK",2441
3553,1962.11.29,1962-11-29,UNPROVOKED,"SPEARFISHING, SCUBA DIVING",AUSTRALIA,New South Wales,Sydney,M,26.0,"No injury, shark bit spear & dragged diver 90'",N,,3 M [10'] SHARK,2440
3554,1962.11.25,1962-11-25,INVALID,,AUSTRALIA,Queensland,Townsville,M,,"Skeletonized, except for head & feet. Possible drowning / scavenging",Y,,,2439
3555,1962.11.11,1962-11-11,UNPROVOKED,SPEARFISHING / SCUBA DIVING (AT SURFACE),USA,California,Farallon Islands,M,24.0,"Arm, hand, buttock, leg and thigh bitten",N,12h45 / 13h45,"WHITE SHARK, 4.3 M TO 4.9M [14' TO 16']",2438
3556,1962.11.10,1962-11-10,BOATING,FISHING,AUSTRALIA,New South Wales,Off Kisma,,,No injury to occupants. Shark rammed boat as they were pulling in a flathead,N,,3 M [10'] BLUE WHALER,2437
3557,1962.11.00,1962-11-01,SEA DISASTER,ABANDONING BURNING SHIP CAPTAIN GEORGE IN RAGING SEAS,MID ATLANTIC OCEAN,,Off Bermuda,M,,"No injury, shark bit his boot",N,06h00,,2436
3558,1962.10.28,1962-10-28,UNPROVOKED,SPEARFISHING,SOUTH AFRICA,KwaZulu-Natal,Paradise Reef,M,30.0,Arm lacerated (minor injury),N,15h00,,2435
3559,1962.10.25,1962-10-25,UNPROVOKED,WADING,MEXICO,Veracruz,"Villa del Mar Beach, Veracruz",M,32.0,"FATAL, both legs bitten  ",Y,08h30,2.7 M [9'] SHARK,2434
3560,1962.10.15,1962-10-15,UNPROVOKED,,ADMIRALTY ISLANDS,Manus Island,Sisi  (west coast of island),M,26.0,Facial lacerations,N,,,2433
3561,1962.10.14,1962-10-14,BOATING,ADRIFT AFTER WAVE SWAMPED ENGINE,AUSTRALIA,South Australia,Port Phillip Bay,M,,"No injury to occupant, shark ""nibbled"" at boat",N,,GREY NURSE SHARK,2432
3562,1962.10.06,1962-10-06,INVALID,"OVERCOME BY CO FUMES, FELL OVERBOARD FROM 36' FISHING CRUISER & PROP SLASHED ARM",USA,California,2 miles off Santa Catalina Island,F,43.0,Drowned due to CO2 poisoning - Post Mortem Scavaging,N,,BLUE SHARK BITES PRESENT,2431
3563,1962.10.00,1962-10-01,UNPROVOKED,SITTING IN SHALLOWS,PANAMA,Pinas Bay,,M,1.0,"FATAL, body not recovered",Y,,,2430
3564,1962.09.30,1962-09-30,UNPROVOKED,SPEARFISHING,BRITISH WEST INDIES,Grand Turk Island,Long Cay,M,24.0,Left thigh & hand & speargun bitten,N,14h30,"BLACKTIP SHARK, C. MACULIPINNIS. 1.9 M TO 2.1 M [6.5' TO 7']",2429
3565,1962.09.22,1962-09-22,UNPROVOKED,SWIMMING,MEXICO,Veracruz,"Villa del Mar Beach, Veracruz",M,20.0,"Left arm severely bitten, surgically amputated",N,15h00,,2428
3566,1962.09.13,1962-09-13,UNPROVOKED,"WHEN  A DECKHAND  JUMPED OVERBOARD, MCIVER DIVED AFTER HIM WITH A RESCUE LINE.",SOUTH ATLANTIC OCEAN,Off coast of West Africa,Off the passenger liner Stirling Castle,M,29.0,"FATAL, he died within minutes of being hauled back onboard the Stirling Castle",Y,,,2427
3567,1962.09.02,1962-09-02,UNPROVOKED,SPEARFISHING WITH SCUBA GEAR,ITALY,Tyrrhenian Sea,"Circeo, Secca del Quadro",M,28.0,"FATAL, multiple injuries to both legs  ",Y,10h20,WHITE SHARK,2426
3568,1962.08.31.R,1962-08-31,PROVOKED,FISHING,ISRAEL,Sharon,2 km north of Apollonia,M,,"Details unknown, possibly a PROVOKED INCIDENT",UNKNOWN,,2.5 M [8.25'] SHARK,2425
3569,"1962,08.30.b",1962-08-30,BOATING,,TURKEY,Antalya Province,Ucagiz,M,,No injury ,N,,,2424
3570,1962.08.30.a,1962-08-30,PROVOKED,FISHING,PAPUA NEW GUINEA,Northern District,Kufulu Point,M,49.0,Posterior lower left leg lacerated by netted shark PROVOKED INCIDENT,N,Midday,"""A LONG THIN BROWN-COLORED SHARK""",2423
3571,1962.08.29,1962-08-29,PROVOKED,DIVING FOR ABALONE,USA,California,"Solana Beach, San Diego County",M,39.0,"Struck shark with abalone bar to scare it away from abalone, but shark bit his shoulder  PROVOKED INCIDENT",N,08h30,"HORN SHAR,K HETERODONTUS FRANCISCI, 1.2 M [4']",2422
3572,1962.08.26,1962-08-26,BOATING,,USA,Florida,6 miles north of Palm Beach,,,"No injury to occupants, sharks tore Max Butcher's life jacket & pants",N,,,2421
3573,1962.08.23,1962-08-23,BOATING,FISHING,SOUTH AFRICA,Western Cape Province,Robbesteen,,,"No injury to occupants, shark hit boat, lifting it from the water, bit & dented propeller",N,12h00,4.3 M [14'] SHARK,2420
3574,1962.08.19,1962-08-19,UNPROVOKED,SURF FISHING IN WAIST-DEEP WATER,USA,Texas,"Off Andy Bowie Park, Padre Island, near Port Isabel",M,40.0,"FATAL, lower right leg bitten",Y,15h30,UNKNOWN,2419
3575,1962.08.12,1962-08-12,UNPROVOKED,STANDING,USA,New Jersey,"Manasquan, Ocean County",M,24.0,Left thigh & hand bitten,N,14h00 - 15h00,1.8 M [6'] SHARK,2418
3576,1962.08.01,1962-08-01,UNPROVOKED,SPEARFISHING,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago","Pekinberui Village, Tabar Island",M,,"FATAL, right thigh severely bitten, right ankle lacerated ",Y,17h00,,2417
3577,1962.08.00.b,1962-08-01,UNPROVOKED,DIVING,ITALY,Tyrrhenian Sea,"Circeo, Secca del Faro",M,,No injury,N,,WHITE SHARK,2416
3578,1962.08.00.a,1962-08-01,UNPROVOKED,BEACH SEINE NETTING,SENEGAL,Cap Vert Peninsula,,M,23.0,Ankle bitten,N,,3.5 M SHARK,2415
3579,1962.07.28,1962-07-28,UNPROVOKED,STANDING,USA,South Carolina,"Off Hilton Head, Beaufort County ",M,21.0,Lacerations on left foot & hand,N,,1.8 M TO 2.4 M [6' TO 8'] SHARK,2414
3580,1962.07.20,1962-07-20,PROVOKED,FINNING THE SHARK,MADAGASCAR,,"Onboard tuna boat, M.V. Toscui Maru",M,20.0,Right calf lacerated by boated shark PROVOKED INCIDENT,N,Morning,"2 M [6'9""] SHARK",2413
3581,1962.07.19,1962-07-19,PROVOKED,FISHING FOR ALBACORE,USA,California,30 miles south of San Clemente Island,M,19.0,"2 lacerations on left hand by hooked shark, PROVOKED INCIDENT",N,16h30,BLUE SHARK,2412
3582,1962.07.10,1962-07-10,UNPROVOKED,PLAYING IN SURF WITH HIS CHILD  (9),USA,Georgia,"St. Simons Island or Jeykll Island, Glynn County",M,41.0,"Cuts on fingers, hand & wrist",N,17h00,,2411
3583,1962.07.07,1962-07-07,UNPROVOKED,DIVED FROM INNER-TUBE,USA,Georgia,"Jekyll Island, Glynn County",M,13.0,Laceration on hand,N,14h10,,2410
3584,1962.07.03.R,1962-07-03,INVALID,,GREECE,Cyclades,Near Mykonos Island,,,No injury,N,,5.5 M [18'] SHARK,2409
3585,1962.06.25,1962-06-25,INVALID,U.S. AIRFORCE CREWMAN REPORTED MISSING AFTER BAILING OUT OF JET,USA,Florida,"Fernandina Beach, Nassau County",M,,FATAL,Y,,SHARK INVOLVEMENT NOT CONFIRMED,2408
3586,1962.06.21,1962-06-21,BOATING,"ON A ""SHARK HUNT""",SOUTH AFRICA,Western Cape Province,"Millers Point, False Bay",,,"No injury to occupants, shark charged boat, then 2 more sharks hit boat, oar grabbed, boat finally drifted ashore at 02h00",N,21h00,2.7 M TO 3 M [9' TO 10'] SHARKS,2407
3587,1962.06.17,1962-06-17,UNPROVOKED,ROLLED OFF RAFT,USA,Florida,"New Smyrna Beach, Volusia County",M,11.0,"8"" laceration on left calf",N,11h50,1.8 M [6'] SHARK,2406
3588,1962.06.11.b,1962-06-11,UNPROVOKED,ESCAPING FROM ALACATRAZ,USA,California,San Francisco Bay,M,31.0,2 toes bitten off ,N,night,,2405
3589,1962.06.11.b,1962-06-11,UNPROVOKED,ESCAPING FROM ALACATRAZ,USA,California,San Francisco Bay,M,32.0,"FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.",Y,Night,,2404
3590,1962.06.11.a,1962-06-11,UNPROVOKED,ESCAPING FROM ALACATRAZ,USA,California,San Francisco Bay,M,35.0,"FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.",Y,Night,,2403
3591,1962.06.10.b,1962-06-10,UNPROVOKED,WASHING,PAPUA NEW GUINEA,Madang Province,"Mouth of Suareng River, a mile from Taludig",M,,"FATAL, chest & leg bitten ",Y,Midday,POSSIBLY A BRONZE WHALER SHARK,2402
3592,1962.06.10.a,1962-06-10,UNPROVOKED,STANDING,USA,South Carolina,"Hilton Head, Beaufort County",M,13.0,Thigh bitten,N,16h00,,2401
3593,1962.06.07,1962-06-07,BOATING,FISHING,AUSTRALIA,Western Australia,Emu Point,,,"No injury to occupant, shark grabbed anchor rope, pulling bow of boat downward & then bit bow of boat",N,07h00,,2400
3594,1962.06.04,1962-06-04,PROVOKED,"SCUBA DIVING, ATTEMPTING TO CATCH A CAPTIVE SHARK",USA,California,"12' tank at Steinhart Aquarium, San Francisco",M,55.0,Right forearm bitten PROVOKED INCIDENT,N,13h30,"SEVENGILL  SHARK, 1.2 M [4']",2399
3595,1962.06.03,1962-06-03,UNPROVOKED,FREE DIVING,USA,Florida,"Riviera Beach, near Palm Beach Inlet, Palm Beach County",M,31.0,Left foot bitten,N,12h00,,2398
3596,1962.05.29,1962-05-29,UNPROVOKED,,USA,Florida,"Jupiter, Palm Beach County",M,17.0,Bitten on leg or ankle,N,,,2397
3597,1962.05.12,1962-05-12,SEA DISASTER,25-FOOT CABIN CRUISER HAPPY JACK SANK IN HEAVY SEAS,USA,California,"8 miles off Newport Beach, Orange County",,,Bodies of 5 of the 6 men on board were bitten by by sharks. Sharks may have contributed to the death of some of them.,Y,03h45 - 04h00,,2396
3598,1962.05.00.R,1962-05-01,BOATING,FISHING,FIJI,Viti Levu,Near Suva,,,"No injury, sharks rammed boat and bit outboard motor",N,,,2395
3599,1962.04.20,1962-04-20,PROVOKED,FISHING,AUSTRALIA,Queensland,Nobbys Beach,,,"No injury to occupants, hooked shark cracked hull PROVOKED INCIDENT",N,,"BRONZE WHALER SHARK, 3.7 M [12']",2394
3600,1962.04.09,1962-04-09,UNPROVOKED,SWIMMING,MOZAMBIQUE,Gaza,Xai Xai,M,16.0,"Leg bitten, surgically amputated at knee",N,10h30,,2393
3601,1962.04.07,1962-04-07,UNPROVOKED,WADING,SOUTH AFRICA,KwaZulu-Natal,Umhlali,M,13.0,Left ankle & foot bitten,N,11h30,"ZAMBESI SHARK, 1.2 M [4']",2392
3602,1962.04.05,1962-04-05,PROVOKED,FISHING,SOUTH AFRICA,Eastern Cape Province,East London,,,Hooked shark bit boat PROVOKED INCIDENT,N,,4.9 M [16']SHARK,2391
3603,1962.03.25.b,1962-03-25,PROVOKED,,NEW ZEALAND,"Off the Coromandel Peninsula, North Island",Alderman Islands,M,,Left foot bitten by hooked shark PROVOKED INCIDENT,N,,1.8 M [6'] SHARK,2390
3604,1962.03.25.a,1962-03-25,BOATING,FISHING & SPEARFISHING,AUSTRALIA,New South Wales,Norah Head,,,No injury to occupants. Shark holed boat & they swam 200 yards to shore,N,,"BRONZE WHALER SHARK, 4.6 M [15']",2389
3605,1962.03.24,1962-03-24,UNPROVOKED,SWIMMING,PAPUA NEW GUINEA,Madang,Matukar village ,M,10.0,"FATAL, calf bitten, other leg severed below knee",Y,Late afternoon,POSSIBLY A BRONZE WHALER SHARK,2388
3606,1962.02.23,1962-02-23,UNPROVOKED,SWIMMING ALONG A ROW OF NETS,PAPUA NEW GUINEA,Central Province,Fisherman’s Island near Port Moresby,M,,Torso lacerated,N,,1.2 M  [4'] SHARK,2387
3607,1962.02.18,1962-02-18,PROVOKED,SWIMMING,NEW ZEALAND,Southland,Long Beach,M,15.0,"Mistook shark's tail for kelp & grabbed it, legs abraded by shark's fins PROVOKED INCIDENT",N,,1.8 M [6'] SHARK,2386
3608,1962.02.15,1962-02-15,UNPROVOKED,FISHING FOR SNAPPERS & CLEANING MULLET. PUT MULLET OVER SIDE OF BOAT TO WASH IT,AUSTRALIA,Queensland,Between Smith’s Rock & Moreton Island,M,,Middle finger of right hand lacerated,N,A.M.,3.7 M [12'] SHARK,2385
3609,1962.02.07,1962-02-07,UNPROVOKED,SWIMMING,SOUTH AFRICA,KwaZulu-Natal,Winkelspruit,M,22.0,"FATAL, calf bitten twice",Y,09h00,,2384
3610,1962.02.05,1962-02-05,UNPROVOKED,TREADING WATER,SOUTH AFRICA,KwaZulu-Natal,Winkelspruit,M,13.0,"FATAL, tissue removed from thigh, femoral artery severed ",Y,16h20,"WHITE SHARK, 3 M",2383
3611,1962.02.04,1962-02-04,UNPROVOKED,SWIMMING,AUSTRALIA,Queensland,Greenmount Beach,M,35.0,Shin bitten,N,14h30,60 CM  SHARK,2382
3612,1962.02.02,1962-02-02,BOATING,FISHING,NEW ZEALAND,North Island,South of New Plymouth,,,,UNKNOWN,,,2381
3613,1962.02.00,1962-02-01,UNPROVOKED,SWIMMING OUTSIDE FISHING NET,SOLOMON ISLANDS,Guadalcanal Province,"North Coast, Guadalcanal Island",M,,"FATAL, shoulder & thigh bitten ",Y,,,2380
3614,1962.01.27,1962-01-27,UNPROVOKED,SPLASHING,NEW ZEALAND,South Island,Oreti Beach,M,18.0,"Left hand injured: gash on back of hand, toothmarks on palm",N,16h00,1.5 M [5'] SHARK,2379
3615,1962.01.26,1962-01-26,UNPROVOKED,,MOZAMBIQUE,Gaza,Praia Sepulveda,M,16.0,,UNKNOWN,,,2378
3616,1962.01.21,1962-01-21,PROVOKED,SPEARFISHING,AUSTRALIA,New South Wales,Cronulla,M,19.0,Suffered from shock & immersion after being dragged underwater  by speared shark PROVOKED INCIDENT,N,,"BRONZE WHALER SHARK,  3M [10']",2377
3617,1962.01.18,1962-01-18,INVALID,"FISHING, SLIPPED ON ROCKS & FELL INTO SEA",SOUTH AFRICA,KwaZulu-Natal,Margate,M,40.0,Possible drowning / post mortem scavenging,Y,13h10,ZAMBESI SHARK,2376
3618,1962.01.16,1962-01-16,PROVOKED,FISHING,NEW ZEALAND,South Island,"Pigeon Bay, Canterbury",,,"No injury to occupants, hooked shark attacked boat PROVOKED INCIDENT",N,,"SAID TO INVOLVE A 4.9 M [16'] ""RED SHARK""",2375
3619,1962.01.15,1962-01-15,UNPROVOKED,SPEARFISHING,NEW ZEALAND,North Island,"Slipper Island, Coromandel Peninsula",M,44.0,Shark struck him on shoulder injuring skin under suit,N,12h00,,2374
3620,1962.01.14.c,1962-01-14,UNPROVOKED,SPEARFISHING / SCUBA DIVING (AT SURFACE),USA,California,Farallon Islands,M,29.0,Buttock bitten & major leg wound,N,10h30,"WHITE SHARK, 4 M [13']",2373
3621,1962.01.14.b,1962-01-14,PROVOKED,SPEARFISHING,AUSTRALIA,New South Wales,"Long Reef, North Manly",,,Speared shark bit gunwale of boat as it was being hauled onboard PROVOKED INCIDENT,N,,"GREY NURSE SHARK,  3 M [10']",2372
3622,1962.01.14.a,1962-01-14,UNPROVOKED,SURFING,AUSTRALIA,New South Wales,"Lennox Head, Ballina",M,19.0,Dorsum of foot lacerated & toe severed,N,13h30,"2.1 M [7'] SHARK, A SHARK'S SERRATED TOOTH RECOVERED FROM TOE",2371
3623,1962.01.11.c,1962-01-11,BOATING,FISHING,AUSTRALIA,South Australia,Marino,,,"No injury to occupant, shark bit propeller & lifted boat several feet",N,,SAID TO INVOLVE A GREY NURSE SHARK 3.7 M [12'],2370
3624,1962.01.11.b,1962-01-11,UNPROVOKED,SPEARFISHING,PAPUA NEW GUINEA,"10ºS, 142ºE",Jukuataia Village,M,24.0,Left leg & buttocks bitten,N,12h00,WHITE SHARK,2369
3625,1962.01.11.a,1962-01-11,UNPROVOKED,SURF FISHING,NEW ZEALAND,South Island,"Fairdown Beach, 5 miles north of Westport",F,54.0,Right foot lacerated ,N,18h00,"36""  SHARK",2368
3626,1962.01.10,1962-01-10,BOATING,FISHING FOR SHARKS,AUSTRALIA,South Australia,Ceduna,,,No injury to fisherman Alf Dean & other occupants; shark bit stern of boat,N,,WHITE SHARK,2367
3627,1962.01.08,1962-01-08,INVALID,SWIMMING,AUSTRALIA,New South Wales,Lake Illawarra,M,25.0,"Remains recovered from shark, but shark involvement prior to death unconfirmed",Y,,10' WHALE,2366
3628,1962.01.07.b,1962-01-07,PROVOKED,ROWING,AUSTRALIA,Queensland,Dicky Beach,,,"No injury to occupants, shark bit 3"" piece from oar after they accidentally struck the shark PROVOKED INCIDENT",N,,,2365
3629,1962.01.07.a,1962-01-07,UNPROVOKED,SURFING,AUSTRALIA,New South Wales,Sydney,,,"No injury, shark bumped board flipping him into the water",N,,,2364
3630,1962.01.06,1962-01-06,BOATING,FISHING,SOUTH AFRICA,Western Cape Province,6 km off Groot Brak River,,,Shark rammed boat 5 times & holed it,N,,,2363
3631,1962.01.02,1962-01-02,PROVOKED,FISHING,AUSTRALIA,New South Wales,"Seaspray, near Sale",,,"No injury to occupants, hooked shark dragged boat 2 miles PROVOKED INCIDENT",N,,2.7 M [9'] SHARK,2362
3632,1962.01.01,1962-01-01,UNPROVOKED,FISHING WITH HAND NET IN 2' OF WATER,MARSHALL ISLANDS,Kwajalein Atoll,Roi-namur Island,M,57.0,"2.5"" laceration on right hand",N,13h00,1.8 M [6'] SHARK,2361
3633,1962.00.00.c,,UNPROVOKED,DANGLING FEET IN THE WATER,SPAIN,Catalonia,Aigua Blava,F,,Feet severed,N,,,2360
3634,1962.00.00.b,,UNPROVOKED,,INDONESIA,East Flores,Waewerang,,,FATAL,Y,,,2359
3635,1962.00.00.a,,UNPROVOKED,DIVING,AUSTRALIA,South Australia,Dangerous Reef,M,,Right leg bitten,N,,,2358
3636,1961.12.28.c,1961-12-28,UNPROVOKED,STANDING,AUSTRALIA,Queensland,"Lambert's Beach, Mackay",F,18.0,"FATAL, right arm severed at shoulder, left hand severed, right thigh bitten & surgically amputated.  Died  day after the attack",Y,16h15,3 M [10'] SHARK,2357
3637,1961.12.28.b,1961-12-28,UNPROVOKED,STANDING,AUSTRALIA,Queensland,"Lambert’s Beach, Mackay",M,24.0,"Hand bitten, surgically amputated",N,16h15,3 M [10'] SHARK,2356
3638,1961.12.28.a,1961-12-28,UNPROVOKED,TREADING WATER,SOUTH AFRICA,KwaZulu-Natal,Umhlanga Rocks,M,18.0,Lower right leg & ankle bitten,N,16h50,ZAMBESI SHARK,2355
3639,1961.12.27,1961-12-27,PROVOKED,SPEARFISHING,AUSTRALIA,Western Australia,"North of main swimming area in Waterman's Bay Beach, Perth",M,23.0,"No injury, Parker shot the shark when it came close to his nephew, Bill Bradbury (14), then the shark bent his speargun PROVOKED INCIDENT",N,07h00,"GREY NURSE SHARK, 2.4 M [8']",2354
3640,1961.12.19,1961-12-19,BOATING,"FISHING, HAULING IN A 5-LB SNAPPER",AUSTRALIA,South Australia,Cowell,,,No injury to occupant; shark leapt into boat,N,,2.7 M [9'] SHARK,2353
3641,1961.12.18.b,1961-12-18,UNPROVOKED,BATHING,MOZAMBIQUE,Gaza,Praia Sepulveda,M,20.0,His left leg was severely bitten,N,16h00,,2352
3642,1961.12.18.a,1961-12-18,UNPROVOKED,"SURFING, PUSHING BOARD ASHORE",AUSTRALIA,Queensland,Noosa Heads,M,22.0,"FATAL, right wrist and hand bitten, left leg severed above knee ",Y,06h15,NEXT MORNING A 3 M [10'] SHARK WAS CAUGHT THAT HAD ANDREWS' LEG IN ITS GUT,2351
3643,1961.12.13,1961-12-13,UNPROVOKED,SWIMMING WITH OTHER CREW NEAR WHARF,AUSTRALIA,Torres Strait,"Horn Island, near Thursday Island",M,17.0,Right thigh and leg lacerated,N,14h00,1.8 M [6'] SHARK,2350
3644,1961.11.14,1961-11-14,INVALID,,MEXICO,Guerrrero,Northwest of Acapulco,,,"Bodies of  hurricane victims bitten by shoals of sharks, post mortem scavenging",Y,,,2349
3645,1961.10.27,1961-10-27,UNPROVOKED,GATHERING SHELLS,PHILIPPINES,Western Luzon Island,Manila Bay,M,,Right leg severed,N,,,2348
3646,1961.10.09,1961-10-09,INVALID,SWIMMING,USA,Florida,"Ocean Ridge, Boca Raton, Palm Beach County",M,45.0,"Skeletonized, but shark involvement may have occurred after death.",Y,,,2347
3647,1961.10.00.b,1961-10-01,BOATING,PADDLING OUTRIGGER CANOE,VANUATU,Shefa Province, Lelepa Island,M,,"No injury to occupant, canoe  bitten & overturned by shark",N,,TWO SHARK'S TEETH RECOVERED FROM CANOE,2346
3648,1961.10.00.a,1961-10-01,UNPROVOKED,,USA,Florida,"Boca Raton, Palm Beach County",M,45.0,"FATAL. His body washed ashore, presumed shark attack",Y,,,2345
3649,1961.09.26,1961-09-26,PROVOKED,,USA,Florida,"Florida Keys, Monroe County",M,16.0,Foot & lower leg abraded and lacerated when he kicked the shark PROVOKED INCIDENT,N,16h30,,2344
3650,1961.09.24.b,1961-09-24,UNPROVOKED,SWIMMING,CROATIA,Primorje-Gorski Kotar County ,"Opatija, northwestern coast of Rijeka Bay",M,19.0,"FATAL, hand severed & legs bitten  ",Y,Early afternoon,WHITE SHARK,2343
3651,1961.09.24.a,1961-09-24,PROVOKED,FISHING,TANZANIA,,Near entrance to Dar-es-Salaam Harbour,M,42.0,PROVOKED INCIDENT Right hand severed by hooked shark,N,07h00,,2342
3652,1961.09.23,1961-09-23,UNPROVOKED,"SURVIVED US NAVAL AIRCRAFT CRASH, CLIMBING ONBOARD RESCUE VESSEL WHEN HE FELL BACK INTO SEA",MID ATLANTIC OCEAN,165  miles from Bermuda,,M,22.0,Right shoulder blade  & back lacerated,N,06h00,"OCEANIC WHITETIP SHAR,; IDENTIFIED BY DR. W.C. SCHOEDER ON PHOTOGRAPH & DR. L.P. L. SCHULTZ ON SKETCH BY OBSERVER",2341
3653,1961.09.07,1961-09-07,UNPROVOKED,"FREE DIVING, SURVEYING A PIPELINE & EXAMING CATHODES UNDER JETTY",PERSIAN GULF,25 km off the coast of Iran & 483km from mouth of Persian Gulf,Khark Island,M,,"3"" cut on sole of foot",N,10h30,1.5 M TO 1.8 M  [5' TO 6'] SHARK,2340
